AR 100 100
A 66 60 21
A 66 61 22
A 66 62 23
A 66 63 19
A 66 64 0
A 66 65 6
A 66 66 24
A 66 67 16
A 66 68 21
A 66 69 7
A 66 70 0
A 66 71 17
A 66 72 17
A 66 73 16
A 66 74 21
A 66 75 23
A 66 76 23
A 66 77 2
A 66 78 25
A 66 79 2
A 66 80 17
A 66 81 22
A 66 82 10
A 66 83 7
A 66 84 16
A 66 85 18
A 66 86 0
A 66 87 19
A 66 88 3
A 66 89 19
A 66 90 4
A 66 91 20
A 66 92 16
A 66 93 2
A 66 94 2
A 66 95 19
A 66 96 25
A 66 97 9
A 66 98 24
A 66 99 4
A 67 0 12
A 67 1 11
A 67 2 8
A 67 3 0
A 67 4 19
A 67 5 8
A 67 6 17
A 67 7 12
A 67 8 8
A 67 9 3
A 67 10 25
A 67 11 14
A 67 12 1
A 67 13 12
A 67 14 8
A 67 15 14
A 67 16 9
A 67 17 17
A 67 18 7
A 67 19 23
A 67 20 14
A 67 21 21
A 67 22 21
A 67 23 15
A 67 24 24
A 67 25 23
A 67 26 10
A 67 27 9
A 67 28 16
A 67 29 20
A 67 30 4
A 67 31 14
A 67 32 11
A 67 33 8
A 67 34 12
A 67 35 1
A 67 36 14
A 67 37 18
A 67 38 14
A 67 39 22
A 67 40 22
A 67 41 9
A 67 42 10
A 67 43 23
A 67 44 23
A 67 45 10
A 67 46 0
A 67 47 3
A 67 48 7
A 67 49 24
A 67 50 11
A 67 51 15
A 67 52 9
A 67 53 10
A 67 54 13
A 67 55 7
A 67 56 25
A 67 57 6
A 67 58 0
A 67 59 22
A 67 60 13
A 67 61 18
A 67 62 14
A 67 63 14
A 67 64 10
A 67 65 5
A 67 66 11
A 67 67 3
A 67 68 25
A 67 69 4
A 67 70 13
A 67 71 14
A 67 72 7
A 67 73 4
A 67 74 20
A 67 75 7
A 67 76 6
A 67 77 9
A 67 78 12
A 67 79 2
A 67 80 17
A 67 81 23
A 67 82 1
A 67 83 19
A 67 84 13
A 67 85 12
A 67 86 19
A 67 87 15
A 67 88 24
A 67 89 1
A 67 90 21
A 67 91 2
A 67 92 3
A 67 93 3
A 67 94 20
A 67 95 22
A 67 96 19
A 67 97 15
A 67 98 21
A 67 99 6
A 68 0 18
A 68 1 21
A 68 2 14
A 68 3 18
A 68 4 11
A 68 5 4
A 68 6 0
A 68 7 20
A 68 8 0
A 68 9 5
A 68 10 20
A 68 11 18
A 68 12 7
A 68 13 4
A 68 14 3
A 68 15 21
A 68 16 3
A 68 17 18
A 68 18 15
A 68 19 8
A 68 20 5
A 68 21 21
A 68 22 18
A 68 23 14
A 68 24 4
A 68 25 25
A 68 26 7
A 68 27 18
A 68 28 0
A 68 29 23
A 68 30 22
A 68 31 5
A 68 32 24
A 68 33 13
A 68 34 2
A 68 35 14
A 68 36 3
A 68 37 11
A 68 38 22
A 68 39 0
A 68 40 7
A 68 41 7
A 68 42 18
A 68 43 9
A 68 44 18
A 68 45 25
A 68 46 22
A 68 47 2
A 68 48 22
A 68 49 21
A 68 50 20
A 68 51 22
A 68 52 5
A 68 53 13
A 68 54 5
A 68 55 21
A 68 56 5
A 68 57 24
A 68 58 22
A 68 59 20
A 68 60 3
A 68 61 24
A 68 62 19
A 68 63 2
A 68 64 0
A 68 65 16
A 68 66 6
A 68 67 9
A 68 68 9
A 68 69 14
A 68 70 1
A 68 71 4
A 68 72 23
A 68 73 22
A 68 74 13
A 68 75 15
A 68 76 8
A 68 77 19
A 68 78 3
A 68 79 9
A 68 80 25
A 68 81 8
A 68 82 5
A 68 83 6
A 68 84 22
A 68 85 1
A 68 86 18
A 68 87 16
A 68 88 11
A 68 89 4
A 68 90 25
A 68 91 4
A 68 92 13
A 68 93 0
A 68 94 15
A 68 95 20
A 68 96 15
A 68 97 9
A 68 98 11
A 68 99 5
A 69 0 10
A 69 1 3
A 69 2 6
A 69 3 14
A 69 4 14
A 69 5 12
A 69 6 4
A 69 7 11
A 69 8 19
A 69 9 24
A 69 10 0
A 69 11 7
A 69 12 11
A 69 13 4
A 69 14 19
A 69 15 2
A 69 16 14
A 69 17 4
A 69 18 3
A 69 19 21
A 69 20 13
A 69 21 5
A 69 22 7
A 69 23 0
A 69 24 15
A 69 25 3
A 69 26 10
A 69 27 14
A 69 28 25
A 69 29 3
A 69 30 19
A 69 31 18
A 69 32 18
A 69 33 0
A 69 34 20
A 69 35 20
A 69 36 9
A 69 37 1
A 69 38 21
A 69 39 0
A 69 40 1
A 69 41 0
A 69 42 7
A 69 43 15
A 69 44 16
A 69 45 17
A 69 46 14
A 69 47 15
A 69 48 21
A 69 49 2
A 69 50 4
A 69 51 25
A 69 52 20
A 69 53 18
A 69 54 11
A 69 55 21
A 69 56 18
A 69 57 18
A 69 58 17
A 69 59 13
A 69 60 22
A 69 61 7
A 69 62 23
A 69 63 23
A 69 64 24
A 69 65 15
A 69 66 6
A 69 67 20
A 69 68 19
A 69 69 11
A 69 70 25
A 69 71 25
A 69 72 3
A 69 73 15
A 69 74 14
A 69 75 18
A 69 76 6
A 69 77 22
A 69 78 10
A 69 79 9
A 69 80 18
A 69 81 7
A 69 82 3
A 69 83 19
A 69 84 1
A 69 85 21
A 69 86 2
A 69 87 13
A 69 88 10
A 69 89 19
A 69 90 16
A 69 91 17
A 69 92 4
A 69 93 24
A 69 94 2
A 69 95 9
A 69 96 8
A 69 97 4
A 69 98 1
A 69 99 22
A 70 0 9
A 70 1 5
A 70 2 12
A 70 3 5
A 70 4 17
A 70 5 3
A 70 6 8
A 70 7 18
A 70 8 10
A 70 9 14
A 70 10 0
A 70 11 5
A 70 12 20
A 70 13 21
A 70 14 19
A 70 15 7
A 70 16 16
A 70 17 1
A 70 18 10
A 70 19 8
A 70 20 3
A 70 21 17
A 70 22 7
A 70 23 7
A 70 24 6
A 70 25 13
A 70 26 14
A 70 27 1
A 70 28 2
A 70 29 3
A 70 30 25
A 70 31 19
A 70 32 5
A 70 33 8
A 70 34 16
A 70 35 12
A 70 36 3
A 70 37 10
A 70 38 11
A 70 39 20
A 70 40 1
A 70 41 14
A 70 42 15
A 70 43 0
A 70 44 1
A 70 45 3
A 70 46 14
A 70 47 0
A 70 48 24
A 70 49 16
A 70 50 18
A 70 51 7
A 70 52 7
A 70 53 13
A 70 54 1
A 70 55 19
A 70 56 3
A 70 57 3
A 70 58 18
A 70 59 9
A 70 60 13
A 70 61 22
A 70 62 6
A 70 63 14
A 70 64 13
A 70 65 16
A 70 66 0
A 70 67 2
A 70 68 2
A 70 69 8
A 70 70 13
A 70 71 1
A 70 72 11
A 70 73 3
A 70 74 2
A 70 75 23
A 70 76 4
A 70 77 16
A 70 78 18
A 70 79 24
A 70 80 24
A 70 81 15
A 70 82 24
A 70 83 9
A 70 84 5
A 70 85 16
A 70 86 0
A 70 87 7
A 70 88 18
A 70 89 10
A 70 90 20
A 70 91 15
A 70 92 14
A 70 93 19
A 70 94 1
A 70 95 15
A 70 96 14
A 70 97 17
A 70 98 25
A 70 99 7
A 71 0 11
A 71 1 9
A 71 2 9
A 71 3 24
A 71 4 16
A 71 5 1
A 71 6 10
A 71 7 1
A 71 8 12
A 71 9 17
A 71 10 19
A 71 11 20
A 71 12 13
A 71 13 18
A 71 14 5
A 71 15 16
A 71 16 22
A 71 17 0
A 71 18 4
A 71 19 0
A 71 20 13
A 71 21 11
A 71 22 21
A 71 23 2
A 71 24 3
A 71 25 9
A 71 26 1
A 71 27 3
A 71 28 16
A 71 29 1
A 71 30 10
A 71 31 9
A 71 32 4
A 71 33 14
A 71 34 12
A 71 35 2
A 71 36 12
A 71 37 12
A 71 38 17
A 71 39 15
A 71 40 19
A 71 41 1
A 71 42 25
A 71 43 0
A 71 44 6
A 71 45 23
A 71 46 23
A 71 47 18
A 71 48 12
A 71 49 17
A 71 50 0
A 71 51 11
A 71 52 14
A 71 53 10
A 71 54 13
A 71 55 13
A 71 56 17
A 71 57 18
A 71 58 18
A 71 59 3
A 71 60 11
A 71 61 9
A 71 62 11
A 71 63 24
A 71 64 21
A 71 65 11
A 71 66 13
A 71 67 17
A 71 68 22
A 71 69 14
A 71 70 2
A 71 71 11
A 71 72 0
A 71 73 17
A 71 74 4
A 71 75 16
A 71 76 15
A 71 77 22
A 71 78 0
A 71 79 13
A 71 80 12
A 71 81 15
A 71 82 15
A 71 83 7
A 71 84 1
A 71 85 22
A 71 86 5
A 71 87 16
A 71 88 22
A 71 89 7
A 71 90 8
A 71 91 12
A 71 92 19
A 71 93 11
A 71 94 6
A 71 95 8
A 71 96 1
A 71 97 22
A 71 98 7
A 71 99 11
A 72 0 12
A 72 1 12
A 72 2 2
A 72 3 24
A 72 4 21
A 72 5 19
A 72 6 24
A 72 7 20
A 72 8 21
A 72 9 14
A 72 10 25
A 72 11 19
A 72 12 24
A 72 13 11
A 72 14 23
A 72 15 21
A 72 16 2
A 72 17 1
A 72 18 2
A 72 19 15
A 72 20 10
A 72 21 13
A 72 22 7
A 72 23 18
A 72 24 19
A 72 25 17
A 72 26 21
A 72 27 15
A 72 28 9
A 72 29 11
A 72 30 18
A 72 31 20
A 72 32 25
A 72 33 10
A 72 34 24
A 72 35 11
A 72 36 2
A 72 37 5
A 72 38 24
A 72 39 6
A 72 40 22
A 72 41 15
A 72 42 23
A 72 43 12
A 72 44 4
A 72 45 8
A 72 46 17
A 72 47 1
A 72 48 13
A 72 49 17
A 72 50 2
A 72 51 18
A 72 52 14
A 72 53 2
A 72 54 23
A 72 55 2
A 72 56 20
A 72 57 2
A 72 58 21
A 72 59 2
A 72 60 23
A 72 61 21
A 72 62 22
A 72 63 25
A 72 64 6
A 72 65 22
A 72 66 23
A 72 67 17
A 72 68 4
A 72 69 20
A 72 70 22
A 72 71 16
A 72 72 7
A 72 73 18
A 72 74 0
A 72 75 7
A 72 76 23
A 72 77 10
A 72 78 25
A 72 79 6
A 72 80 4
A 72 81 24
A 72 82 2
A 72 83 2
A 72 84 3
A 72 85 7
A 72 86 19
A 72 87 6
A 72 88 10
A 72 89 8
A 72 90 6
A 72 91 22
A 72 92 4
A 72 93 21
A 72 94 24
A 72 95 3
A 72 96 8
A 72 97 13
A 72 98 19
A 72 99 6
A 73 0 24
A 73 1 22
A 73 2 17
A 73 3 18
A 73 4 18
A 73 5 10
A 73 6 7
A 73 7 5
A 73 8 7
A 73 9 17
A 73 10 9
A 73 11 25
A 73 12 3
A 73 13 10
A 73 14 23
A 73 15 20
A 73 16 21
A 73 17 2
A 73 18 17
A 73 19 10
A 73 20 7
A 73 21 1
A 73 22 19
A 73 23 7
A 73 24 4
A 73 25 11
A 73 26 17
A 73 27 17
A 73 28 24
A 73 29 22
A 73 30 18
A 73 31 21
A 73 32 14
A 73 33 7
A 73 34 8
A 73 35 6
A 73 36 12
A 73 37 13
A 73 38 13
A 73 39 9
A 73 40 25
A 73 41 2
A 73 42 17
A 73 43 5
A 73 44 12
A 73 45 13
A 73 46 18
A 73 47 13
A 73 48 13
A 73 49 23
A 73 50 5
A 73 51 8
A 73 52 14
A 73 53 3
A 73 54 20
A 73 55 3
A 73 56 14
A 73 57 20
A 73 58 22
A 73 59 0
A 73 60 7
A 73 61 14
A 73 62 24
A 73 63 15
A 73 64 10
A 73 65 20
A 73 66 1
A 73 67 18
A 73 68 24
A 73 69 4
A 73 70 8
A 73 71 2
A 73 72 9
A 73 73 15
A 73 74 18
A 73 75 2
A 73 76 15
A 73 77 24
A 73 78 5
A 73 79 3
A 73 80 6
A 73 81 12
A 73 82 9
A 73 83 14
A 73 84 2
A 73 85 25
A 73 86 13
A 73 87 8
A 73 88 1
A 73 89 9
A 73 90 7
A 73 91 14
A 73 92 19
A 73 93 7
A 73 94 8
A 73 95 2
A 73 96 20
A 73 97 4
A 73 98 24
A 73 99 9
A 74 0 12
A 74 1 17
A 74 2 22
A 74 3 18
A 74 4 22
A 74 5 16
A 74 6 10
A 74 7 12
A 74 8 5
A 74 9 2
A 74 10 13
A 74 11 1
A 74 12 13
A 74 13 8
A 74 14 4
A 74 15 22
A 74 16 3
A 74 17 16
A 74 18 23
A 74 19 24
A 74 20 3
A 74 21 12
A 74 22 22
A 74 23 10
A 74 24 12
A 74 25 20
A 74 26 20
A 74 27 23
A 74 28 6
A 74 29 24
A 74 30 16
A 74 31 22
A 74 32 9
A 74 33 10
A 74 34 9
A 74 35 23
A 74 36 24
A 74 37 2
A 74 38 13
A 74 39 24
A 74 40 10
A 74 41 8
A 74 42 2
A 74 43 12
A 74 44 10
A 74 45 19
A 74 46 6
A 74 47 1
A 74 48 10
A 74 49 13
A 74 50 1
A 74 51 6
A 74 52 21
A 74 53 16
A 74 54 12
A 74 55 5
A 74 56 6
A 74 57 3
A 74 58 19
A 74 59 21
A 74 60 17
A 74 61 22
A 74 62 4
A 74 63 4
A 74 64 22
A 74 65 12
A 74 66 19
A 74 67 16
A 74 68 15
A 74 69 7
A 74 70 24
A 74 71 21
A 74 72 14
A 74 73 16
A 74 74 1
A 74 75 6
A 74 76 1
A 74 77 24
A 74 78 11
A 74 79 24
A 74 80 15
A 74 81 9
A 74 82 16
A 74 83 17
A 74 84 9
A 74 85 21
A 74 86 14
A 74 87 10
A 74 88 19
A 74 89 5
A 74 90 22
A 74 91 22
A 74 92 23
A 74 93 16
A 74 94 13
A 74 95 17
A 74 96 3
A 74 97 13
A 74 98 16
A 74 99 22
A 75 0 24
A 75 1 21
A 75 2 5
A 75 3 16
A 75 4 3
A 75 5 20
A 75 6 20
A 75 7 14
A 75 8 21
A 75 9 12
A 75 10 23
A 75 11 13
A 75 12 1
A 75 13 25
A 75 14 20
A 75 15 0
A 75 16 18
A 75 17 25
A 75 18 8
A 75 19 9
A 75 20 25
A 75 21 11
A 75 22 5
A 75 23 2
A 75 24 4
A 75 25 2
A 75 26 25
A 75 27 1
A 75 28 19
A 75 29 7
A 75 30 6
A 75 31 4
A 75 32 0
A 75 33 22
A 75 34 20
A 75 35 12
A 75 36 7
A 75 37 9
A 75 38 5
A 75 39 15
A 75 40 0
A 75 41 18
A 75 42 9
A 75 43 8
A 75 44 21
A 75 45 6
A 75 46 16
A 75 47 24
A 75 48 6
A 75 49 17
A 75 50 25
A 75 51 4
A 75 52 12
A 75 53 17
A 75 54 2
A 75 55 15
A 75 56 9
A 75 57 6
A 75 58 9
A 75 59 13
A 75 60 11
A 75 61 3
A 75 62 14
A 75 63 15
A 75 64 2
A 75 65 20
A 75 66 16
A 75 67 13
A 75 68 2
A 75 69 15
A 75 70 0
A 75 71 21
A 75 72 4
A 75 73 18
A 75 74 19
A 75 75 11
A 75 76 14
A 75 77 17
A 75 78 2
A 75 79 7
A 75 80 22
A 75 81 6
A 75 82 22
A 75 83 20
A 75 84 5
A 75 85 14
A 75 86 20
A 75 87 6
A 75 88 7
A 75 89 8
A 75 90 1
A 75 91 13
A 75 92 2
A 75 93 8
A 75 94 21
A 75 95 16
A 75 96 14
A 75 97 17
A 75 98 23
A 75 99 14
A 76 0 1
A 76 1 2
A 76 2 22
A 76 3 17
A 76 4 16
A 76 5 14
A 76 6 6
A 76 7 9
A 76 8 16
A 76 9 3
A 76 10 23
A 76 11 17
A 76 12 12
A 76 13 3
A 76 14 5
A 76 15 3
A 76 16 20
A 76 17 23
A 76 18 10
A 76 19 4
A 76 20 17
A 76 21 14
A 76 22 14
A 76 23 17
A 76 24 13
A 76 25 24
A 76 26 5
A 76 27 7
A 76 28 10
A 76 29 24
A 76 30 6
A 76 31 25
A 76 32 7
A 76 33 0
A 76 34 17
A 76 35 2
A 76 36 2
A 76 37 23
A 76 38 20
A 76 39 9
A 76 40 5
A 76 41 22
A 76 42 4
A 76 43 20
A 76 44 6
A 76 45 17
A 76 46 17
A 76 47 4
A 76 48 3
A 76 49 9
A 76 50 8
A 76 51 8
A 76 52 20
A 76 53 17
A 76 54 19
A 76 55 18
A 76 56 13
A 76 57 21
A 76 58 3
A 76 59 6
A 76 60 3
A 76 61 6
A 76 62 12
A 76 63 12
A 76 64 25
A 76 65 10
A 76 66 21
A 76 67 12
A 76 68 22
A 76 69 3
A 76 70 5
A 76 71 25
A 76 72 0
A 76 73 3
A 76 74 7
A 76 75 25
A 76 76 14
A 76 77 14
A 76 78 19
A 76 79 24
A 76 80 11
A 76 81 3
A 76 82 7
A 76 83 12
A 76 84 2
A 76 85 7
A 76 86 7
A 76 87 15
A 76 88 21
A 76 89 14
A 76 90 5
A 76 91 17
A 76 92 2
A 76 93 25
A 76 94 22
A 76 95 13
A 76 96 8
A 76 97 8
A 76 98 24
A 76 99 16
A 77 0 19
A 77 1 1
A 77 2 25
A 77 3 21
A 77 4 3
A 77 5 9
A 77 6 4
A 77 7 5
A 77 8 21
A 77 9 18
A 77 10 8
A 77 11 5
A 77 12 2
A 77 13 18
A 77 14 17
A 77 15 19
A 77 16 9
A 77 17 0
A 77 18 8
A 77 19 14
A 77 20 19
A 77 21 19
A 77 22 18
A 77 23 17
A 77 24 20
A 77 25 22
A 77 26 9
A 77 27 15
A 77 28 5
A 77 29 24
A 77 30 4
A 77 31 25
A 77 32 21
A 77 33 15
A 77 34 5
A 77 35 20
A 77 36 8
A 77 37 23
A 77 38 4
A 77 39 24
A 77 40 19
A 77 41 17
A 77 42 13
A 77 43 16
A 77 44 15
A 77 45 6
A 77 46 18
A 77 47 25
A 77 48 21
A 77 49 19
A 77 50 0
A 77 51 10
A 77 52 8
A 77 53 11
A 77 54 1
A 77 55 13
A 77 56 3
A 77 57 24
A 77 58 22
A 77 59 12
A 77 60 19
A 77 61 0
A 77 62 20
A 77 63 15
A 77 64 15
A 77 65 4
A 77 66 9
A 77 67 17
A 77 68 21
A 77 69 16
A 77 70 21
A 77 71 19
A 77 72 22
A 77 73 7
A 77 74 22
A 77 75 10
A 77 76 2
A 77 77 10
A 77 78 0
A 77 79 21
A 77 80 20
A 77 81 1
A 77 82 15
A 77 83 4
A 77 84 24
A 77 85 6
A 77 86 15
A 77 87 8
A 77 88 10
A 77 89 0
A 77 90 14
A 77 91 14
A 77 92 4
A 77 93 23
A 77 94 13
A 77 95 6
A 77 96 6
A 77 97 5
A 77 98 0
A 77 99 9
A 78 0 9
A 78 1 15
A 78 2 3
A 78 3 0
A 78 4 0
A 78 5 18
A 78 6 19
A 78 7 12
A 78 8 21
A 78 9 11
A 78 10 1
A 78 11 21
A 78 12 11
A 78 13 1
A 78 14 0
A 78 15 20
A 78 16 19
A 78 17 6
A 78 18 11
A 78 19 17
A 78 20 6
A 78 21 21
A 78 22 14
A 78 23 21
A 78 24 15
A 78 25 0
A 78 26 0
A 78 27 6
A 78 28 24
A 78 29 25
A 78 30 15
A 78 31 16
A 78 32 1
A 78 33 21
A 78 34 25
A 78 35 15
A 78 36 13
A 78 37 6
A 78 38 21
A 78 39 22
A 78 40 20
A 78 41 19
A 78 42 1
A 78 43 8
A 78 44 5
A 78 45 10
A 78 46 18
A 78 47 14
A 78 48 6
A 78 49 0
A 78 50 10
A 78 51 17
A 78 52 16
A 78 53 19
A 78 54 15
A 78 55 14
A 78 56 1
A 78 57 11
A 78 58 12
A 78 59 12
A 78 60 20
A 78 61 22
A 78 62 14
A 78 63 20
A 78 64 19
A 78 65 23
A 78 66 12
A 78 67 17
A 78 68 14
A 78 69 24
A 78 70 8
A 78 71 0
A 78 72 10
A 78 73 11
A 78 74 4
A 78 75 1
A 78 76 9
A 78 77 21
A 78 78 9
A 78 79 6
A 78 80 13
A 78 81 22
A 78 82 11
A 78 83 4
A 78 84 12
A 78 85 0
A 78 86 17
A 78 87 7
A 78 88 2
A 78 89 1
A 78 90 0
A 78 91 7
A 78 92 15
A 78 93 5
A 78 94 12
A 78 95 19
A 78 96 10
A 78 97 5
A 78 98 2
A 78 99 21
A 79 0 21
A 79 1 3
A 79 2 9
A 79 3 21
A 79 4 6
A 79 5 9
A 79 6 16
A 79 7 12
A 79 8 22
A 79 9 16
A 79 10 2
A 79 11 5
A 79 12 9
A 79 13 23
A 79 14 7
A 79 15 21
A 79 16 4
A 79 17 21
A 79 18 23
A 79 19 24
A 79 20 7
A 79 21 13
A 79 22 18
A 79 23 6
A 79 24 5
A 79 25 4
A 79 26 22
A 79 27 10
A 79 28 5
A 79 29 9
A 79 30 16
A 79 31 0
A 79 32 24
A 79 33 7
A 79 34 14
A 79 35 9
A 79 36 16
A 79 37 2
A 79 38 20
A 79 39 2
A 79 40 3
A 79 41 24
A 79 42 2
A 79 43 3
A 79 44 12
A 79 45 7
A 79 46 20
A 79 47 5
A 79 48 2
A 79 49 1
A 79 50 24
A 79 51 3
A 79 52 17
A 79 53 15
A 79 54 11
A 79 55 23
A 79 56 6
A 79 57 0
A 79 58 23
A 79 59 24
A 79 60 20
A 79 61 14
A 79 62 25
A 79 63 24
A 79 64 23
A 79 65 9
A 79 66 3
A 79 67 25
A 79 68 6
A 79 69 21
A 79 70 0
A 79 71 13
A 79 72 0
A 79 73 8
A 79 74 1
A 79 75 8
A 79 76 2
A 79 77 1
A 79 78 14
A 79 79 1
A 79 80 17
A 79 81 17
A 79 82 8
A 79 83 13
A 79 84 23
A 79 85 22
A 79 86 17
A 79 87 20
A 79 88 2
A 79 89 18
A 79 90 5
A 79 91 24
A 79 92 2
A 79 93 6
A 79 94 10
A 79 95 20
A 79 96 22
A 79 97 16
A 79 98 1
A 79 99 9
A 80 0 2
A 80 1 1
A 80 2 17
A 80 3 7
A 80 4 17
A 80 5 21
A 80 6 12
A 80 7 20
A 80 8 22
A 80 9 4
A 80 10 24
A 80 11 12
A 80 12 7
A 80 13 22
A 80 14 12
A 80 15 6
A 80 16 8
A 80 17 1
A 80 18 8
A 80 19 8
A 80 20 19
A 80 21 8
A 80 22 11
A 80 23 21
A 80 24 22
A 80 25 9
A 80 26 3
A 80 27 6
A 80 28 24
A 80 29 17
A 80 30 0
A 80 31 19
A 80 32 23
A 80 33 18
A 80 34 1
A 80 35 7
A 80 36 13
A 80 37 2
A 80 38 6
A 80 39 2
A 80 40 8
A 80 41 19
A 80 42 18
A 80 43 10
A 80 44 23
A 80 45 21
A 80 46 6
A 80 47 23
A 80 48 2
A 80 49 12
A 80 50 11
A 80 51 3
A 80 52 2
A 80 53 5
A 80 54 16
A 80 55 7
A 80 56 6
A 80 57 13
A 80 58 15
A 80 59 5
A 80 60 20
A 80 61 11
A 80 62 22
A 80 63 18
A 80 64 25
A 80 65 20
A 80 66 25
A 80 67 23
A 80 68 20
A 80 69 16
A 80 70 1
A 80 71 12
A 80 72 23
A 80 73 18
A 80 74 17
A 80 75 16
A 80 76 15
A 80 77 15
A 80 78 19
A 80 79 2
A 80 80 8
A 80 81 22
A 80 82 1
A 80 83 22
A 80 84 17
A 80 85 18
A 80 86 20
A 80 87 20
A 80 88 16
A 80 89 6
A 80 90 7
A 80 91 20
A 80 92 9
A 80 93 16
A 80 94 22
A 80 95 3
A 80 96 23
A 80 97 11
A 80 98 5
A 80 99 21
A 81 0 5
A 81 1 0
A 81 2 18
A 81 3 18
A 81 4 14
A 81 5 25
A 81 6 1
A 81 7 3
A 81 8 24
A 81 9 3
A 81 10 3
A 81 11 10
A 81 12 3
A 81 13 23
A 81 14 24
A 81 15 20
A 81 16 24
A 81 17 1
A 81 18 14
A 81 19 21
A 81 20 11
A 81 21 23
A 81 22 21
A 81 23 17
A 81 24 3
A 81 25 13
A 81 26 21
A 81 27 23
A 81 28 1
A 81 29 16
A 81 30 7
A 81 31 25
A 81 32 0
A 81 33 6
A 81 34 18
A 81 35 21
A 81 36 25
A 81 37 11
A 81 38 9
A 81 39 19
A 81 40 9
A 81 41 5
A 81 42 25
A 81 43 18
A 81 44 21
A 81 45 25
A 81 46 25
A 81 47 13
A 81 48 25
A 81 49 17
A 81 50 25
A 81 51 15
A 81 52 9
A 81 53 7
A 81 54 13
A 81 55 12
A 81 56 22
A 81 57 23
A 81 58 0
A 81 59 20
A 81 60 4
A 81 61 24
A 81 62 0
A 81 63 8
A 81 64 8
A 81 65 23
A 81 66 22
A 81 67 0
A 81 68 12
A 81 69 2
A 81 70 22
A 81 71 3
A 81 72 1
A 81 73 24
A 81 74 23
A 81 75 10
A 81 76 14
A 81 77 18
A 81 78 19
A 81 79 13
A 81 80 17
A 81 81 24
A 81 82 5
A 81 83 12
A 81 84 1
A 81 85 25
A 81 86 1
A 81 87 20
A 81 88 17
A 81 89 0
A 81 90 21
A 81 91 11
A 81 92 8
A 81 93 7
A 81 94 23
A 81 95 7
A 81 96 21
A 81 97 17
A 81 98 15
A 81 99 25
A 82 0 25
A 82 1 12
A 82 2 9
A 82 3 20
A 82 4 18
A 82 5 2
A 82 6 4
A 82 7 4
A 82 8 16
A 82 9 24
A 82 10 21
A 82 11 10
A 82 12 10
A 82 13 22
A 82 14 20
A 82 15 4
A 82 16 13
A 82 17 14
A 82 18 24
A 82 19 22
A 82 20 9
A 82 21 6
A 82 22 12
A 82 23 25
A 82 24 24
A 82 25 14
A 82 26 11
A 82 27 13
A 82 28 23
A 82 29 24
A 82 30 9
A 82 31 0
A 82 32 22
A 82 33 0
A 82 34 22
A 82 35 23
A 82 36 24
A 82 37 14
A 82 38 24
A 82 39 25
A 82 40 15
A 82 41 16
A 82 42 13
A 82 43 2
A 82 44 20
A 82 45 17
A 82 46 21
A 82 47 14
A 82 48 19
A 82 49 5
A 82 50 23
A 82 51 21
A 82 52 4
A 82 53 18
A 82 54 12
A 82 55 24
A 82 56 24
A 82 57 1
A 82 58 21
A 82 59 13
A 82 60 6
A 82 61 14
A 82 62 25
A 82 63 8
A 82 64 16
A 82 65 11
A 82 66 22
A 82 67 3
A 82 68 13
A 82 69 0
A 82 70 11
A 82 71 6
A 82 72 5
A 82 73 14
A 82 74 10
A 82 75 20
A 82 76 13
A 82 77 9
A 82 78 23
A 82 79 13
A 82 80 11
A 82 81 8
A 82 82 2
A 82 83 13
A 82 84 15
A 82 85 24
A 82 86 22
A 82 87 10
A 82 88 11
A 82 89 9
A 82 90 10
A 82 91 5
A 82 92 11
A 82 93 7
A 82 94 10
A 82 95 20
A 82 96 5
A 82 97 5
A 82 98 14
A 82 99 0
A 83 0 19
A 83 1 14
A 83 2 16
A 83 3 6
A 83 4 22
A 83 5 5
A 83 6 12
A 83 7 19
A 83 8 10
A 83 9 17
A 83 10 0
A 83 11 13
A 83 12 15
A 83 13 2
A 83 14 11
A 83 15 25
A 83 16 9
A 83 17 24
A 83 18 18
A 83 19 23
A 83 20 24
A 83 21 15
A 83 22 23
A 83 23 20
A 83 24 3
A 83 25 10
A 83 26 12
A 83 27 23
A 83 28 16
A 83 29 5
A 83 30 13
A 83 31 7
A 83 32 23
A 83 33 23
A 83 34 7
A 83 35 0
A 83 36 13
A 83 37 18
A 83 38 1
A 83 39 1
A 83 40 12
A 83 41 25
A 83 42 9
A 83 43 13
A 83 44 22
A 83 45 6
A 83 46 13
A 83 47 14
A 83 48 4
A 83 49 7
A 83 50 15
A 83 51 12
A 83 52 23
A 83 53 15
A 83 54 0
A 83 55 19
A 83 56 1
A 83 57 2
A 83 58 24
A 83 59 23
A 83 60 25
A 83 61 8
A 83 62 19
A 83 63 8
A 83 64 13
A 83 65 16
A 83 66 12
A 83 67 10
A 83 68 24
A 83 69 22
A 83 70 9
A 83 71 21
A 83 72 19
A 83 73 1
A 83 74 24
A 83 75 7
A 83 76 5
A 83 77 1
A 83 78 14
A 83 79 16
A 83 80 11
A 83 81 24
A 83 82 10
A 83 83 18
A 83 84 13
A 83 85 4
A 83 86 24
A 83 87 20
A 83 88 5
A 83 89 21
A 83 90 5
A 83 91 22
A 83 92 12
A 83 93 4
A 83 94 22
A 83 95 10
A 83 96 4
A 83 97 20
A 83 98 14
A 83 99 22
A 84 0 13
A 84 1 13
A 84 2 8
A 84 3 10
A 84 4 16
A 84 5 0
A 84 6 7
A 84 7 22
A 84 8 3
